,Bandit,Reward,Algorithm
0,0,-0.5485494351606894,Thompson Sampling
1,1,1.8859177977245463,Thompson Sampling
2,1,2.884380469902887,Thompson Sampling
3,1,2.082013607358338,Thompson Sampling
4,1,2.4059220440022298,Thompson Sampling
5,1,1.3574562139960216,Thompson Sampling
6,1,1.7398590257060655,Thompson Sampling
7,1,1.8275327456851196,Thompson Sampling
8,1,2.822560708312067,Thompson Sampling
9,1,1.1910714695053175,Thompson Sampling
10,1,2.948242420285952,Thompson Sampling
11,1,2.9815903074910723,Thompson Sampling
12,1,3.0323078928956213,Thompson Sampling
13,1,3.430505654428917,Thompson Sampling
14,1,3.5365944305595125,Thompson Sampling
15,1,1.4588725220625989,Thompson Sampling
16,1,0.9832099165440698,Thompson Sampling
17,1,1.872100133710236,Thompson Sampling
18,1,0.7116225267574214,Thompson Sampling
19,2,2.6037085941047002,Thompson Sampling
20,1,3.0037202310626574,Thompson Sampling
21,1,2.490893733557082,Thompson Sampling
22,1,1.833140792385351,Thompson Sampling
23,1,1.5120609396371736,Thompson Sampling
24,1,1.1961380641965729,Thompson Sampling
25,2,3.9786477559760103,Thompson Sampling
26,2,3.6313398112859474,Thompson Sampling
27,2,2.9081065346945114,Thompson Sampling
28,2,3.973582160661636,Thompson Sampling
29,2,1.8911994096518439,Thompson Sampling
30,2,5.316756359261973,Thompson Sampling
31,2,3.4639916305358756,Thompson Sampling
32,2,1.377755136861495,Thompson Sampling
33,2,3.5970223177188787,Thompson Sampling
34,2,4.498664176207123,Thompson Sampling
35,2,1.824959759670917,Thompson Sampling
36,1,1.2475863107271747,Thompson Sampling
37,2,4.41852964913227,Thompson Sampling
38,2,3.129214041962476,Thompson Sampling
39,2,4.1078498638290375,Thompson Sampling
40,2,4.1494314155895395,Thompson Sampling
41,2,1.7341342347460154,Thompson Sampling
42,2,3.0624005749375782,Thompson Sampling
43,2,3.8559395933043272,Thompson Sampling
44,2,3.480016152637951,Thompson Sampling
45,2,1.7682082650003446,Thompson Sampling
46,2,2.423569843109396,Thompson Sampling
47,2,3.0548228934341384,Thompson Sampling
48,2,0.7429786663607989,Thompson Sampling
49,2,3.1232861643387997,Thompson Sampling
50,2,2.637974017138817,Thompson Sampling
51,2,2.63398893216705,Thompson Sampling
52,2,3.368870360391231,Thompson Sampling
53,2,4.029564491395807,Thompson Sampling
54,2,4.969353765765819,Thompson Sampling
55,2,3.4198585993040096,Thompson Sampling
56,2,2.653809250087355,Thompson Sampling
57,2,2.8117616950757522,Thompson Sampling
58,2,2.396242660945448,Thompson Sampling
59,2,2.337054042895591,Thompson Sampling
60,2,2.895103852349146,Thompson Sampling
61,2,2.818560978209593,Thompson Sampling
62,2,3.447895012815736,Thompson Sampling
63,2,2.3173740326211005,Thompson Sampling
64,2,3.475905295448269,Thompson Sampling
65,2,2.753614148031765,Thompson Sampling
66,2,3.474764898445657,Thompson Sampling
67,2,2.3515800289819078,Thompson Sampling
68,2,5.215821061825468,Thompson Sampling
69,2,1.2416198250787058,Thompson Sampling
70,2,3.656621713029141,Thompson Sampling
71,3,4.5249566293719194,Thompson Sampling
72,2,2.1115330901007074,Thompson Sampling
73,3,4.602079043179316,Thompson Sampling
74,3,4.781939404140348,Thompson Sampling
75,3,4.620382118457686,Thompson Sampling
76,2,2.8312559012683223,Thompson Sampling
77,3,3.681116234877696,Thompson Sampling
78,3,2.899928243437038,Thompson Sampling
79,3,4.4353565200243725,Thompson Sampling
80,3,4.564726803851791,Thompson Sampling
81,3,3.2758456122938844,Thompson Sampling
82,2,4.5298739665833105,Thompson Sampling
83,3,5.038891897573041,Thompson Sampling
84,3,5.614467415724792,Thompson Sampling
85,3,4.064373270292982,Thompson Sampling
86,3,4.203691909282568,Thompson Sampling
87,3,4.522105306657452,Thompson Sampling
88,3,3.824616097500966,Thompson Sampling
89,3,5.000431920339392,Thompson Sampling
90,3,2.6778421214482435,Thompson Sampling
91,3,4.786700652662947,Thompson Sampling
92,3,1.9240781709915957,Thompson Sampling
93,3,3.375765200917995,Thompson Sampling
94,3,3.5410524420163014,Thompson Sampling
95,3,4.932560358939323,Thompson Sampling
96,3,5.154390741265618,Thompson Sampling
97,3,3.143127190865945,Thompson Sampling
98,3,5.500806792332254,Thompson Sampling
99,3,6.134585709029407,Thompson Sampling
100,3,3.3645470098862313,Thompson Sampling
101,3,3.4514484877072333,Thompson Sampling
102,3,4.207240193666349,Thompson Sampling
103,3,3.1929186895281663,Thompson Sampling
104,3,3.910869820224893,Thompson Sampling
105,3,3.4782886383802403,Thompson Sampling
106,3,3.445495905173663,Thompson Sampling
107,3,3.63455948186602,Thompson Sampling
108,3,4.933081932915369,Thompson Sampling
109,3,3.582479802514971,Thompson Sampling
110,3,5.031820328345131,Thompson Sampling
111,3,5.335150080982901,Thompson Sampling
112,3,4.4088580537802535,Thompson Sampling
113,3,4.74038981605164,Thompson Sampling
114,3,3.680318603733702,Thompson Sampling
115,3,4.3197912104929514,Thompson Sampling
116,3,4.160005380891466,Thompson Sampling
117,3,3.9235816097800282,Thompson Sampling
118,3,4.07590152341835,Thompson Sampling
119,3,5.064047019053303,Thompson Sampling
120,3,3.9896156717604465,Thompson Sampling
121,3,4.439308377313591,Thompson Sampling
122,3,3.8573059870686377,Thompson Sampling
123,3,3.9088666981723863,Thompson Sampling
124,3,2.9807246825336704,Thompson Sampling
125,3,2.7158583634651574,Thompson Sampling
126,3,4.947156047507795,Thompson Sampling
127,3,3.7981119845606712,Thompson Sampling
128,3,3.600820218913337,Thompson Sampling
129,3,4.76503021035,Thompson Sampling
130,3,4.581136290925073,Thompson Sampling
131,3,3.6964539531841885,Thompson Sampling
132,3,4.9286644740779435,Thompson Sampling
133,3,4.32623712452422,Thompson Sampling
134,3,5.135077954286061,Thompson Sampling
135,3,5.517978796451503,Thompson Sampling
136,3,4.6788114326089785,Thompson Sampling
137,3,3.989399789201705,Thompson Sampling
138,3,2.5040767576642216,Thompson Sampling
139,3,4.1771300407775245,Thompson Sampling
140,3,4.40163852147007,Thompson Sampling
141,3,4.392735037371741,Thompson Sampling
142,3,5.2905518237830655,Thompson Sampling
143,3,4.6258111705839795,Thompson Sampling
144,3,4.465546934626001,Thompson Sampling
145,3,4.14504079943332,Thompson Sampling
146,3,4.574791789691567,Thompson Sampling
147,3,2.97621516491378,Thompson Sampling
148,3,3.4484534694686024,Thompson Sampling
149,3,1.886967686299323,Thompson Sampling
150,3,4.670515078948028,Thompson Sampling
151,3,6.169686746666098,Thompson Sampling
152,3,4.380342257021975,Thompson Sampling
153,3,4.649962522164998,Thompson Sampling
154,3,3.224308677623775,Thompson Sampling
155,3,4.301749512393961,Thompson Sampling
156,3,4.93069512515068,Thompson Sampling
157,3,4.583867422490145,Thompson Sampling
158,3,5.600282900403577,Thompson Sampling
159,3,3.5285919094203484,Thompson Sampling
160,3,2.999938362375225,Thompson Sampling
161,3,5.591635537892593,Thompson Sampling
162,3,4.3819214841288,Thompson Sampling
163,3,5.252151216718106,Thompson Sampling
164,3,4.33802208408806,Thompson Sampling
165,3,5.289372064618245,Thompson Sampling
166,3,2.889330913046355,Thompson Sampling
167,3,4.73916140545025,Thompson Sampling
168,3,2.5237049586165963,Thompson Sampling
169,3,2.6663041511659133,Thompson Sampling
170,3,3.6110099739835286,Thompson Sampling
171,3,3.8902820902985873,Thompson Sampling
172,3,3.7926376793929952,Thompson Sampling
173,3,4.763728173626675,Thompson Sampling
174,3,3.554453182517544,Thompson Sampling
175,3,3.3637982392908805,Thompson Sampling
176,3,3.7141815229618578,Thompson Sampling
177,3,4.076653404064329,Thompson Sampling
178,3,4.6310081760670725,Thompson Sampling
179,3,4.8827933850951295,Thompson Sampling
180,3,4.221835373609224,Thompson Sampling
181,3,6.090626320434943,Thompson Sampling
182,3,2.4820561378630766,Thompson Sampling
183,3,3.014661615804111,Thompson Sampling
184,3,3.612531554634102,Thompson Sampling
185,3,4.360781559391838,Thompson Sampling
186,3,5.657663579389381,Thompson Sampling
187,3,2.9240152346033623,Thompson Sampling
188,3,6.241523283244524,Thompson Sampling
189,3,3.347597211807382,Thompson Sampling
190,3,2.81719964391593,Thompson Sampling
191,3,3.907110810529014,Thompson Sampling
192,3,4.962156484266095,Thompson Sampling
193,3,5.681442895538207,Thompson Sampling
194,3,2.1444743473319465,Thompson Sampling
195,3,4.252676681517473,Thompson Sampling
196,3,4.865952388339233,Thompson Sampling
197,3,4.489684028766385,Thompson Sampling
198,3,3.5785779396541666,Thompson Sampling
199,3,5.449824035087598,Thompson Sampling
200,3,3.4564086551426856,Thompson Sampling
201,3,4.346092488436031,Thompson Sampling
202,3,4.087987782825308,Thompson Sampling
203,3,3.478762794347233,Thompson Sampling
204,3,2.76890315491616,Thompson Sampling
205,3,4.52440165880857,Thompson Sampling
206,3,6.214070775040653,Thompson Sampling
207,3,3.8042942414075065,Thompson Sampling
208,3,5.379425212073038,Thompson Sampling
209,3,3.099155603604939,Thompson Sampling
210,3,2.746748369702875,Thompson Sampling
211,3,4.354552487029004,Thompson Sampling
212,3,4.2559394255050496,Thompson Sampling
213,3,3.215776754684124,Thompson Sampling
214,3,4.2881650692983975,Thompson Sampling
215,3,4.4782465894671875,Thompson Sampling
216,3,4.988929663929222,Thompson Sampling
217,3,1.072447152315429,Thompson Sampling
218,3,4.436901299688632,Thompson Sampling
219,3,4.7991427206225,Thompson Sampling
220,3,3.7375501966390954,Thompson Sampling
221,3,3.585256661055205,Thompson Sampling
222,3,3.8829517899852526,Thompson Sampling
223,3,3.425385207089456,Thompson Sampling
224,3,4.657213884273835,Thompson Sampling
225,3,2.714413215532513,Thompson Sampling
226,3,3.8973168095596686,Thompson Sampling
227,3,4.487227189454203,Thompson Sampling
228,3,4.373919142987762,Thompson Sampling
229,3,3.6804831854944338,Thompson Sampling
230,3,3.616534701915433,Thompson Sampling
231,3,3.7260097474740577,Thompson Sampling
232,3,4.906888201046583,Thompson Sampling
233,3,5.2093913202095665,Thompson Sampling
234,3,3.8241480016575915,Thompson Sampling
235,3,3.7286518383655114,Thompson Sampling
236,3,3.1036499545952285,Thompson Sampling
237,3,4.38842356362627,Thompson Sampling
238,3,4.167432923476521,Thompson Sampling
239,3,2.204563273250261,Thompson Sampling
240,3,2.207826157798361,Thompson Sampling
241,3,3.9539637779900714,Thompson Sampling
242,3,5.105926687714234,Thompson Sampling
243,3,3.4774547366188986,Thompson Sampling
244,3,3.640722096029584,Thompson Sampling
245,3,4.819073980441675,Thompson Sampling
246,3,4.454750146179943,Thompson Sampling
247,3,3.568453426397257,Thompson Sampling
